"5154A-O, Rod (GB) ,70300000259.0067,0.33,2659.999998,25899999950.2707,241000001.427337,139274097.321994,0.000024,900.000005,125.000003"
"5086-H32, Rod (GB) ,70999997387.9529,0.33,2659.999998,26400000164.9382,290000000.401531,68947572.93168,0.000024,900.000005,125.000003"
"5554-O (GB) ,70000000000,0.33,2690,26000000000,250000000,115000000,0.0000236,900,134"
"5554-H32 (GB) ,70000000000,0.33,2690,26000000000,275000000,205000000,0.0000236,900,134"
"5554-H34 (GB) ,70000000000,0.33,2690,26000000000,305000000,240000000,0.0000236,900,134"
"5554-H111 (GB) ,70000000000,0.33,2690,26000000000,260000000,180000000,0.0000236,900,134"
"5554-H112 (GB) ,70000000000,0.33,2690,26000000000,250000000,125000000,0.0000236,900,134"
"6061 Alloy  (GB) ,69000000000,0.33,2700,26000000000,124084000,55148500,0.000024,1300,170"
"6061-O (GB) ,69000000666.1372,0.33,2700,26000000131.0994,124999998.508822,62052815.638512,0.000024,895.999989,179.999998"
"6061-T4 (GB) ,69000000666.1372,0.33,2700,26000000131.0994,239999999.619051,227526990.674544,0.000024,895.999989,153.999999"
"6061-T6 (GB) ,69000000666.1372,0.33,2700,26000000131.0994,310000002.093474,275000000.856262,0.000024,895.999989,166.9"
"6063-O (GB) ,69000000000,0.33,2700,25800000000,90000000,50000000,0.0000234,900,218"
"6063-O, Extruded Rod (GB) ,69000000666.1372,0.33,2700,25799999769.4421,89999997.27161,41368543.759008,0.000023,900.000005,217.999998"
"6063-T1 (GB) ,69000000000,0.33,2700,25800000000,150000000,90000000,0.0000234,900,193"
"6063-T4 (GB) ,69000000000,0.33,2700,25800000000,170000000,90000000,0.0000234,900,200"
